label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125
1,0.0,0.0,0.0,-0.2350504845380783,-0.21652919054031372,-0.09215445071458817,-0.3662221133708954,-0.5755451917648315,-0.15882508456707,-0.3095935881137848,-0.8860619068145752,-0.23783262073993683,-0.23148411512374878,-1.1325665712356567,-0.31500065326690674,-0.2637263834476471,-1.0487031936645508,-0.08880460262298584,-0.3044610023498535,-1.551819920539856,-0.2243688702583313,-0.31069034337997437,-1.8631165027618408,-0.31406062841415405,-0.31576207280158997,-2.1244750022888184,-0.37704503536224365,-0.06036423146724701,-0.990627646446228,-0.1225275918841362,-0.10116486251354218,-1.1061815023422241,-0.36583802103996277,-0.15091614425182343,-0.7268116474151611,-0.422026664018631,-0.17332367599010468,-0.4556266665458679,-0.4039085805416107,0.12164599448442459,-0.8873061537742615,-0.1720462441444397,0.06624415516853333,-0.9904536008834839,-0.3936291038990021,-0.013147302903234959,-0.6188004612922668,-0.3422602713108063,-0.04677702486515045,-0.3853800892829895,-0.24915774166584015,0.29207471013069153,-0.7439420819282532,-0.23031830787658691,0.22466349601745605,-0.8717964291572571,-0.3712048828601837,0.13363951444625854,-0.6050160527229309,-0.3199562430381775,0.09673154354095459,-0.4286872148513794,-0.24316541850566864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,-0.21553391218185425,-0.21972717344760895,-0.07412376999855042,-0.29184722900390625,-0.5533804893493652,-0.10548742860555649,-0.14908240735530853,-0.7977572083473206,-0.15198588371276855,-0.0026313273701816797,-0.9457326531410217,-0.1968267410993576,-0.25953346490859985,-0.9737687706947327,-0.006085652392357588,-0.3422606289386749,-1.3398644924163818,-0.0709894672036171,-0.38176026940345764,-1.5717666149139404,-0.10941766202449799,-0.41094499826431274,-1.766753911972046,-0.13169120252132416,-0.07685453444719315,-0.9962668418884277,-0.039317287504673004,-0.014341644942760468,-1.449605941772461,-0.1248944103717804,0.023730268701910973,-1.7340915203094482,-0.18353699147701263,0.06015922874212265,-1.9468636512756348,-0.20516437292099,0.07712699472904205,-0.9041436314582825,-0.08808469772338867,0.0943947285413742,-1.1385948657989502,-0.24053148925304413,0.04697173833847046,-0.8816251158714294,-0.26826465129852295,0.030190197750926018,-0.6785181760787964,-0.23424939811229706,0.20780014991760254,-0.7472419142723083,-0.14031587541103363,0.18432003259658813,-0.9232538938522339,-0.24796277284622192,0.11856845021247864,-0.7289921641349792,-0.23126716911792755,0.08502543717622757,-0.553110659122467,-0.18806712329387665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.2606019675731659,-0.3633882701396942,-0.00134739198256284,0.3433777093887329,-0.7755964398384094,0.008731411769986153,0.2506144940853119,-1.0930730104446411,0.037833694368600845,0.12553377449512482,-1.2061082124710083,0.06994413584470749,0.1006147712469101,-0.9898892641067505,-0.14124394953250885,0.0571804940700531,-1.5486035346984863,-0.13144366443157196,0.028083791956305504,-1.835083246231079,-0.10392815619707108,-0.003960064146667719,-2.057887554168701,-0.08838629722595215,-0.14156311750411987,-0.983376145362854,-0.11371567100286484,-0.011619550175964832,-1.3143705129623413,-0.06526784598827362,0.06643015891313553,-1.1953524351119995,-0.0020818456541746855,0.08973414450883865,-1.0393975973129272,0.02694910578429699,-0.2841951251029968,-0.9186285138130188,-0.0692741796374321,-0.1204143539071083,-1.156498908996582,0.012954434379935265,-0.05099291726946831,-1.0431971549987793,0.07738497108221054,-0.044198039919137955,-0.9003167748451233,0.08963891863822937,-0.38064146041870117,-0.843695342540741,-0.02681848779320717,-0.2284090518951416,-1.0078935623168945,0.049473538994789124,-0.16666638851165771,-0.9142631888389587,0.09911447763442993,-0.1692350059747696,-0.8039219379425049,0.12098626047372818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.033174436539411545,-0.4660879969596863,0.21670158207416534,-0.057486508041620255,-0.8710319995880127,0.19346147775650024,-0.2546713352203369,-1.1326696872711182,0.14114564657211304,-0.4358866214752197,-1.309362530708313,0.06574468314647675,0.15311188995838165,-1.063928246498108,-0.1255147010087967,0.010000073350965977,-1.574173927307129,-0.157522052526474,-0.05977281928062439,-1.848136067390442,-0.16921749711036682,-0.104558564722538,-2.095777750015259,-0.18931035697460175,0.03377014026045799,-0.9655110836029053,-0.2581625282764435,-0.3273344039916992,-1.250838279724121,-0.20016661286354065,-0.34783104062080383,-1.0277605056762695,-0.09623398631811142,-0.2572992444038391,-0.900725245475769,-0.07268968969583511,-0.1424153447151184,-0.8428955078125,-0.35885435342788696,-0.4582493305206299,-1.0451805591583252,-0.24220658838748932,-0.4428828954696655,-0.8267466425895691,-0.11975689232349396,-0.3400343954563141,-0.7356732487678528,-0.11424712836742401,-0.3271771967411041,-0.7365269064903259,-0.44376447796821594,-0.5602966547012329,-0.8610564470291138,-0.33319589495658875,-0.5312941074371338,-0.6888190507888794,-0.2359263002872467,-0.4600621163845062,-0.5961869955062866,-0.2129242718219757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,-0.24756690859794617,-0.2671518623828888,-0.012621293775737286,-0.3561220169067383,-0.6047101020812988,-0.03464268893003464,-0.38807612657546997,-0.8669316172599792,-0.07947021722793579,-0.4377552270889282,-1.0999549627304077,-0.124617800116539,-0.12567658722400665,-1.009948968887329,0.02490072138607502,-0.1920049786567688,-1.3519015312194824,-0.06056620180606842,-0.23470117151737213,-1.5839269161224365,-0.11309050768613815,-0.2686404883861542,-1.7815842628479004,-0.1536032259464264,0.010426281951367855,-0.9994747042655945,-0.030688052996993065,-0.24806684255599976,-1.0924172401428223,-0.1828778237104416,-0.316413938999176,-0.7904605865478516,-0.20894266664981842,-0.2972263693809509,-0.5840376019477844,-0.1885901540517807,0.10935596376657486,-0.9148807525634766,-0.09840237349271774,-0.1929185390472412,-0.9034698009490967,-0.23716771602630615,-0.221073180437088,-0.6095690131187439,-0.18982470035552979,-0.17375940084457397,-0.43585634231567383,-0.1225363090634346,0.17154234647750854,-0.7667269110679626,-0.17264322936534882,-0.09460251778364182,-0.7426228523254395,-0.26331666111946106,-0.12103801965713501,-0.5413942337036133,-0.23203547298908234,-0.0662444457411766,-0.4243120551109314,-0.18368323147296906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,-0.29154956340789795,-0.1537439078092575,-0.10436656326055527,-0.4997537434101105,-0.47420668601989746,-0.16542601585388184,-0.45783668756484985,-0.8264786601066589,-0.2332777976989746,-0.3607177436351776,-1.0872364044189453,-0.29562997817993164,-0.4979891777038574,-0.9235722422599792,-0.056928202509880066,-0.6506709456443787,-1.3509880304336548,-0.168132022023201,-0.7327602505683899,-1.6248632669448853,-0.24512360990047455,-0.800674319267273,-1.8561443090438843,-0.3029029965400696,-0.2845466434955597,-0.9551895260810852,-0.08152445405721664,-0.3262777030467987,-1.1918522119522095,-0.2896726429462433,-0.2834603488445282,-0.861809492111206,-0.3468971252441406,-0.25154945254325867,-0.5790056586265564,-0.33133432269096375,-0.06953185796737671,-0.9254001379013062,-0.12198057770729065,-0.11227244138717651,-1.1478456258773804,-0.3288576900959015,-0.11194398254156113,-0.7712229490280151,-0.2866455912590027,-0.10277716815471649,-0.4939265549182892,-0.19754227995872498,0.14098381996154785,-0.839790403842926,-0.17184841632843018,0.09230601787567139,-1.0347765684127808,-0.31560730934143066,0.058363813906908035,-0.757753312587738,-0.272212952375412,0.05159555375576019,-0.5360862016677856,-0.19927920401096344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,-0.2901044189929962,0.09883398562669754,-0.19428101181983948,-0.5963838696479797,0.022035537287592888,-0.276716411113739,-0.8022582530975342,-0.34767937660217285,-0.35002601146698,-0.9461003541946411,-0.6822519302368164,-0.4119362533092499,-1.0487514734268188,0.03413001447916031,-0.02290310338139534,-1.3395400047302246,-0.027849243953824043,-0.13935434818267822,-1.5535547733306885,-0.060198333114385605,-0.23090118169784546,-1.7254265546798706,-0.11106211692094803,-0.2980111539363861,-0.9588621258735657,-0.28379034996032715,-0.006815691012889147,-1.2003811597824097,-0.46713995933532715,-0.20795877277851105,-0.9921140074729919,-0.37601545453071594,-0.27618879079818726,-0.8120936751365662,-0.2803751826286316,-0.2562394142150879,-0.810404896736145,-0.5548965930938721,-0.024087080731987953,-0.9446171522140503,-0.7095511555671692,-0.23435217142105103,-0.7044332027435303,-0.540501058101654,-0.2140035331249237,-0.5583248138427734,-0.41581055521965027,-0.1293727606534958,-0.6077145338058472,-0.7541249990463257,-0.06030162423849106,-0.7881363034248352,-0.8996375203132629,-0.20537598431110382,-0.6089810729026794,-0.7147819995880127,-0.17362715303897858,-0.4865564703941345,-0.5498071312904358,-0.10590972751379013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583030164241791,-0.1981416493654251,-0.11067502945661545,0.44274258613586426,-0.5262894034385681,-0.1646762490272522,0.3394835293292999,-0.7897973656654358,-0.22302217781543732,0.1654772013425827,-0.9277695417404175,-0.2807222008705139,0.2764829397201538,-1.0205620527267456,-0.0507483035326004,0.31543153524398804,-1.4506410360336304,-0.15087583661079407,0.3347586989402771,-1.7226476669311523,-0.20853516459465027,0.3510761857032776,-1.9452162981033325,-0.24209846556186676,0.10470826923847198,-0.9920383095741272,-0.06997319310903549,0.16556647419929504,-1.3776556253433228,-0.2607126235961914,0.22561870515346527,-1.1440268754959106,-0.3286934494972229,0.253460556268692,-0.9001991748809814,-0.31495726108551025,-0.060948446393013,-0.9029985070228577,-0.1011585220694542,0.0008210220257751644,-1.1377078294754028,-0.31371206045150757,0.05698775872588158,-0.7965567708015442,-0.30538704991340637,0.06788799166679382,-0.5406351089477539,-0.22701728343963623,-0.23730583488941193,-0.7674650549888611,-0.13737104833126068,-0.16689211130142212,-0.9560734033584595,-0.27702757716178894,-0.09172462671995163,-0.718217670917511,-0.2414287030696869,-0.07165355235338211,-0.5188034176826477,-0.16983236372470856
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22255198657512665,-0.2102474868297577,-0.0962766781449318,0.390196293592453,-0.5154933333396912,-0.1592317819595337,0.36558017134666443,-0.7537582516670227,-0.2290317416191101,0.21820950508117676,-0.8556410074234009,-0.29748639464378357,0.14541414380073547,-1.0430818796157837,-0.06852962076663971,0.15252605080604553,-1.4582167863845825,-0.16811896860599518,0.17650219798088074,-1.708987832069397,-0.22648999094963074,0.20034700632095337,-1.9221278429031372,-0.2619391083717346,0.005196789279580116,-0.9955272674560547,-0.0943317860364914,0.07326493412256241,-1.3377407789230347,-0.26991915702819824,0.18348276615142822,-1.1126952171325684,-0.32501208782196045,0.23522096872329712,-0.883806586265564,-0.31275951862335205,-0.12797068059444427,-0.8871358633041382,-0.13087503612041473,-0.007035102695226669,-1.080003261566162,-0.32197776436805725,0.08813106268644333,-0.7612512707710266,-0.30506426095962524,0.10362711548805237,-0.5257004499435425,-0.2321537286043167,-0.26513949036598206,-0.7308947443962097,-0.17305684089660645,-0.14343243837356567,-0.887224555015564,-0.2945534884929657,-0.04406845197081566,-0.670452356338501,-0.25871559977531433,-0.028226882219314575,-0.48724016547203064,-0.19481457769870758
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22736848890781403,-0.339158296585083,0.019553814083337784,0.286664754152298,-0.652746856212616,-0.03092091530561447,0.3553564250469208,-0.8627599477767944,-0.11006320267915726,0.42823702096939087,-1.0453498363494873,-0.18775302171707153,-0.1277100145816803,-1.058268427848816,-0.037449564784765244,-0.0916651040315628,-1.4261584281921387,-0.13761693239212036,-0.04258604347705841,-1.6819393634796143,-0.19951000809669495,-0.0005244368803687394,-1.877023696899414,-0.24165411293506622,-0.205246239900589,-0.9711281657218933,-0.12158969789743423,0.13065269589424133,-1.307334065437317,-0.27362722158432007,0.25845566391944885,-1.0657484531402588,-0.2941700518131256,0.2471921592950821,-0.8561186194419861,-0.27155694365501404,-0.19597522914409637,-0.8418839573860168,-0.20807036757469177,0.15622781217098236,-1.088377594947815,-0.3497604727745056,0.25972357392311096,-0.8576441407203674,-0.3050878345966339,0.2359936386346817,-0.6782026290893555,-0.2391808032989502,-0.12931112945079803,-0.688228964805603,-0.2952018082141876,0.17218588292598724,-0.8713350892066956,-0.37513473629951477,0.26957079768180847,-0.7045509815216064,-0.32871177792549133,0.25637736916542053,-0.552108883857727,-0.27406784892082214
